Locality,Latitude,Longitude,Signal Strength (dBm),Signal Quality (%),Data Throughput (Mbps),Latency (ms),Network Type,BB60C Measurement (dBm),srsRAN Measurement (dBm),BladeRFxA9 Measurement (dBm)
Kidwaipuri,25.64567408,85.07316314,-92.02633461,0,6.475782129,69.49176935,4G,-94.10316835,-100.8706634,-90.59459106
Boring Road,25.4864968,85.02911052,-85.28737505,0,2.666368389,198.2128548,3G,0,0,0
Boring Canal Road,25.52706828,85.07402792,-100.6901688,0,88.74322014,45.94997131,5G,-98.06023829,-105.9099117,-98.78969137
Kankarbagh,25.68792423,85.15266064,-81.37642966,0,2.903543392,126.930171,3G,0,0,0
Fraser Road,25.48560346,85.10486846,-89.15697203,0,5.223107308,92.46271362,4G,-91.33483168,-94.92772869,-90.22759973
Gardanibagh,25.56570412,85.17718474,-99.39896324,0,83.57726349,12.3865042,5G,-100.930103,-108.6427209,-99.72013418
Fraser Road,25.66654468,85.06015351,-89.59968713,0,2.261924329,109.7731587,3G,0,0,0
Boring Road,25.55259104,85.02446605,-93.86817094,0,9.532560502,91.66328474,4G,-97.67641969,-100.4845057,-92.83594231
S.K. Puri,25.72765288,85.17577761,-90.95045733,0,1.621403682,121.6464906,LTE,-95.87984158,-100.262751,-90.57295882
Phulwari Sharif,25.49701453,85.03627776,-85.0055674,0,2.672442563,125.8907566,3G,0,0,0
Gandhi Maidan,25.48522932,85.19254428,-98.59284066,0,40.58521405,22.90928492,5G,-94.4220024,-108.5742971,-99.96343027
Danapur,25.53054184,85.20766922,-94.01527652,0,1.166058221,118.8300638,LTE,-94.79645,-103.2254066,-92.64042759
Anandpuri,25.55157567,85.24798952,-94.59277785,0,85.19649993,25.89937963,5G,-95.59431489,-103.1513434,-95.41382041
Pataliputra,25.58657991,85.07778278,-93.6198188,0,7.827072838,88.39329152,4G,-96.1842953,-101.461289,-92.67515428
Boring Road,25.62400088,85.01465513,-91.81113155,0,61.19535264,16.60699581,5G,-90.81955517,-100.3456503,-92.23916212
Kankarbagh,25.60083631,85.12567428,-88.63728584,0,1.016841764,157.7220594,3G,0,0,0
Patliputra Colony,25.49038884,85.07468861,-96.28946367,0,1.1952914,197.1817758,LTE,-91.83046846,-101.7596603,-95.40751637
Boring Canal Road,25.66747628,85.1311781,-87.86107894,0,8.069051631,54.76761916,4G,-86.77741237,-94.6030314,-85.22258253
Gardanibagh,25.72230471,85.01432038,-85.30622636,0,1.870285165,121.4500709,3G,0,0,0
Pataliputra,25.71221108,85.12076831,-93.6367135,0,2.363867581,102.4026426,LTE,-97.16775451,-102.9584322,-91.32084179
Kankarbagh,25.70995306,85.20416624,-90.26692135,0,1.232676795,180.8228703,LTE,-90.70600779,-100.2152186,-88.21851812
Fraser Road,25.4857845,85.17937418,-87.89994735,0,3.775838474,61.6125343,4G,-84.95471948,-97.84376317,-85.77366532
Phulwari Sharif,25.67363113,85.28778741,-88.91699701,0,2.733951552,171.2672508,LTE,-89.46195624,-96.07147619,-88.5596787
Kumhrar,25.47603293,85.15919937,-79.51191508,0,2.932242405,102.1688114,3G,0,0,0
Exhibition Road,25.52455572,85.11981905,-90.2253009,0,1.033488108,195.6364733,LTE,-86.78626266,-96.78395396,-88.03033733
Kumhrar,25.48009091,85.21031758,-93.00054808,0,44.73027769,20.39542549,5G,-93.45162317,-101.8238986,-95.73339073
Phulwari Sharif,25.42562287,85.11958841,-94.30853593,0,46.63952492,28.8452962,5G,-97.19043601,-99.62402782,-95.20696736
Exhibition Road,25.57723757,85.30582815,-93.72079955,0,2.235693426,199.5889922,LTE,-94.61293628,-102.4913443,-91.93332735
Boring Road,25.54759835,85.09563396,-94.99938941,0,79.22671958,34.23646591,5G,-99.63640113,-100.3525932,-93.27235168
Patliputra Colony,25.50747477,85.10720715,-85.52568832,0,2.198035809,170.5639645,3G,0,0,0
Anisabad,25.7529665,85.06284521,-87.35028098,0,1.525924009,159.9172733,LTE,-82.98478529,-92.84981525,-86.79785357
Bailey Road,25.57581346,84.97623414,-88.05293367,0,4.687050065,98.42345752,4G,-85.78870628,-97.52185433,-86.32457602
Pataliputra,25.57470021,85.29131234,-89.3299182,0,85.15171957,37.47419591,5G,-89.3230409,-96.98264263,-87.05061047
Danapur,25.52480658,85.26610159,-92.43717281,0,95.93698101,47.81336262,5G,-97.25492841,-100.7213625,-94.8695439
Boring Canal Road,25.71542667,85.03222201,-86.08733812,0,2.079509557,113.4657262,3G,0,0,0
Kidwaipuri,25.54735431,85.29805841,-103.6673355,0,99.82492743,12.47841267,5G,-106.5235285,-108.7984866,-104.187231
Patliputra Colony,25.63665558,85.27654443,-88.15502331,0,88.82313273,38.82198717,5G,-86.14440401,-96.99855282,-88.37418147
Exhibition Road,25.72275179,85.23486452,-93.80515259,0,54.735406,14.52443561,5G,-93.54678173,-101.7040256,-92.99450437
Phulwari Sharif,25.58586739,85.1960731,-98.19386234,0,12.89861292,33.21949717,5G,-97.56554159,-105.6393055,-95.57354521
Kidwaipuri,25.6551248,85.14676073,-92.5370764,0,2.831857279,167.711736,LTE,-88.89418306,-98.43612447,-94.19203964
Boring Canal Road,25.47123091,85.14634466,-86.60591773,0,8.086463053,89.27643498,4G,-86.01493531,-95.53080094,-84.09745581
Pataliputra,25.61882376,85.23496401,-96.39096513,0,25.72339111,30.54433041,5G,-91.59662699,-104.9899529,-98.1410856
Rajendra Nagar,25.47883975,85.21736244,-89.98279917,0,40.22360676,45.85987489,5G,-88.14505273,-97.15705835,-90.72062602
Boring Canal Road,25.75627678,85.21227316,-96.99268208,0,49.1804732,39.93305809,5G,-92.59071412,-104.8444613,-98.76809646
Pataliputra,25.65330253,85.22173997,-93.87996575,0,7.837387639,82.61078002,4G,-98.21497462,-101.5470373,-92.61304047
Exhibition Road,25.5578854,85.00206969,-89.52275408,0,2.211888624,110.0649378,LTE,-86.67457998,-97.21228642,-87.95612421
Kidwaipuri,25.76524183,85.08424727,-95.85552318,0,2.20268346,181.2571163,LTE,-98.1486584,-105.4077117,-97.77719109
Kidwaipuri,25.55040686,85.22718047,-84.91757891,0,2.742267739,179.7183314,LTE,-83.30499574,-91.64170717,-83.1544066
Patliputra Colony,25.56226848,84.9831013,-87.00031421,0,2.486300719,134.0285632,3G,0,0,0
S.K. Puri,25.63415658,85.07786567,-90.85074865,0,1.655407278,101.5075637,LTE,-92.98088796,-98.8001491,-88.98595756
Kumhrar,25.44545534,85.10045688,-89.22438104,0,2.329040833,183.8714445,LTE,-86.72722247,-98.31350635,-86.31937071
Pataliputra,25.50291993,85.14577415,-94.3941655,0,37.44182046,32.95766556,5G,-98.0829183,-101.3840644,-94.09254933
Patliputra Colony,25.70958828,85.24429673,-87.38640368,0,18.04937715,13.47929959,5G,-85.314499,-97.04822593,-90.09175768
Exhibition Road,25.72702154,85.04616728,-90.4470976,0,1.456629849,160.5314752,LTE,-93.56641486,-97.12636047,-90.3547034
Bailey Road,25.50618577,85.0766937,-88.1766973,0,2.524096194,193.1531202,LTE,-90.93186653,-94.22241797,-88.59203777
Kumhrar,25.60498848,85.31163324,-78.07761244,0,2.66206321,179.5316433,3G,0,0,0
Fraser Road,25.72853975,85.02365649,-85.95316056,0,2.301178538,149.4667002,3G,0,0,0
Danapur,25.45556482,85.03907328,-85.92983393,0,2.127760616,118.7997578,3G,0,0,0
Kankarbagh,25.55873682,85.19712597,-88.82212561,0,7.647841527,77.59716262,4G,-91.08155551,-96.58038876,-91.73227674
Rajendra Nagar,25.64650149,85.30793353,-97.18712497,0,2.524713156,131.2056164,LTE,-98.73784975,-106.781383,-99.88306223
Gandhi Maidan,25.49919937,85.1668625,-97.73126321,0,24.89437228,43.32314021,5G,-100.0886796,-104.4423762,-95.36773679
Danapur,25.57231355,85.27179635,-89.55396397,0,2.805143186,109.4681043,3G,0,0,0
Bailey Road,25.62712951,85.04776007,-87.92989298,0,65.62148285,20.93432611,5G,-88.52614148,-95.86479884,-86.07069614
Gandhi Maidan,25.53215561,84.98318784,-87.82333542,0,1.613598289,191.5207709,LTE,-88.98457412,-96.20138859,-84.91224177
Danapur,25.49906676,84.99838033,-83.34357341,0,2.117344255,141.2551128,3G,0,0,0
Gardanibagh,25.76344233,85.15912415,-85.28783911,0,5.597434104,74.69619362,4G,-88.73534297,-91.92347122,-85.83610102
Patliputra Colony,25.66758763,85.04727817,-90.26175629,0,8.688635926,95.21700562,4G,-89.66799665,-98.88877203,-87.48404259
Rajendra Nagar,25.56445212,85.26969257,-89.12070356,0,1.320483142,170.9487599,3G,0,0,0
Boring Canal Road,25.46893555,85.04116384,-83.36701466,0,2.919057681,198.6814418,LTE,-83.31865249,-91.35611999,-82.03115509
S.K. Puri,25.50496631,84.98282845,-80.88316046,0,6.268445934,93.2661153,4G,-77.78384568,-87.95455352,-83.67367747
Kumhrar,25.68772497,85.25130662,-86.29942871,0,5.522567714,74.2676665,4G,-85.18341127,-95.11391529,-88.02514083
Pataliputra,25.50544589,84.98852644,-92.64824734,0,1.359387064,137.8273467,LTE,-95.91710716,-98.40375371,-92.13977752
Ashok Rajpath,25.6719532,85.00874989,-91.0166744,0,1.508757012,187.8497836,3G,0,0,0
Fraser Road,25.60869096,84.96512635,-82.46570099,0,4.112846532,92.85114071,4G,-80.09004493,-87.53749004,-80.10011622
Gandhi Maidan,25.51997929,85.0309703,-87.99204975,0,1.862746835,149.2453153,LTE,-90.68127772,-96.48050748,-85.74735109
Gandhi Maidan,25.63561282,85.20124285,-85.47624895,0,1.472357352,178.2992579,3G,0,0,0
Danapur,25.53152724,85.09552021,-86.48486804,0,1.285615261,181.7414711,LTE,-91.26328539,-94.20584729,-87.95349212
Kumhrar,25.44534452,85.22613324,-90.18069161,0,49.46572891,47.72992019,5G,-91.92006964,-97.46550219,-88.78843061
Bailey Road,25.63379487,85.14419305,-91.5974533,0,52.32008905,44.42688663,5G,-93.01688961,-98.55831192,-93.77476782
Bankipore,25.44991942,85.06627348,-87.21265677,0,1.382049762,151.4238308,LTE,-83.80406497,-92.66169412,-85.97246394
Boring Road,25.51714141,85.12263919,-93.91507776,0,27.66642436,28.62299214,5G,-91.23777891,-100.1130291,-92.28295717
Kidwaipuri,25.67750272,85.25861078,-96.57691069,0,7.836945533,71.94862788,4G,-98.34122375,-102.2430296,-97.16615162
Bankipore,25.66368552,84.9912119,-91.97253608,0,5.72643089,75.50901211,4G,-89.08259674,-100.9628437,-94.90118524
Phulwari Sharif,25.56727504,85.00923575,-96.74682722,0,88.0628404,25.29488064,5G,-100.8556737,-102.7333824,-99.21821787
Gandhi Maidan,25.53101839,85.24117552,-81.06808375,0,1.198557448,170.1758942,3G,0,0,0
Anandpuri,25.48954804,85.25575221,-89.1664493,0,1.654368894,123.517318,LTE,-90.24870845,-99.01786664,-91.16425707
Patliputra Colony,25.6593476,85.05097233,-100.2725491,0,40.7859144,43.80746674,5G,-99.73182577,-106.6922057,-98.7457961
Patliputra Colony,25.51940533,85.02645561,-88.63167676,0,8.481867926,59.72372725,4G,-92.07189884,-98.57425291,-88.67956535
Gandhi Maidan,25.61630243,85.12183224,-87.92876233,0,1.925717925,188.001848,LTE,-86.94297079,-95.59547093,-85.8100842
S.K. Puri,25.74344126,85.10761754,-86.44375259,0,1.678863641,157.7432765,3G,0,0,0
Kidwaipuri,25.47550525,85.06214198,-84.39683415,0,1.796660292,158.0945059,LTE,-87.22174626,-93.87616388,-85.58595759
Boring Canal Road,25.51557087,84.99883537,-84.71828361,0,1.635549719,158.1947069,3G,0,0,0
Pataliputra,25.63076344,85.01879139,-90.15498126,0,1.047014094,171.683827,LTE,-92.3300813,-99.81479235,-90.79417347
Kidwaipuri,25.47636074,85.04820577,-92.63732645,0,60.91435585,41.45998623,5G,-94.83772429,-102.3802685,-92.16001126
Bankipore,25.55335343,85.06075477,-94.26710956,0,1.639917079,185.3278419,LTE,-97.18524514,-103.5918568,-94.06056071
Gardanibagh,25.6151307,85.18036893,-87.43887262,0,1.874566738,194.6360079,3G,0,0,0
Anandpuri,25.64849096,85.16051671,-100.7874147,0,28.19603532,30.07651589,5G,-99.78552708,-109.7112951,-98.87988258
Boring Canal Road,25.4869857,84.99495542,-96.72967673,0,3.637541653,74.0795635,4G,-93.16458981,-104.9872011,-96.64850562
Fraser Road,25.67071126,85.1756577,-98.23714433,0,93.5297443,11.30471629,5G,-95.89753888,-103.2923185,-98.66844064
Fraser Road,25.69462665,85.18429748,-91.33005328,0,9.157568482,66.2617839,4G,-87.33151094,-98.76174405,-92.23259038
Ashok Rajpath,25.70567516,85.13734494,-97.65363578,0,7.371471167,62.8955825,4G,-102.2491209,-103.6853562,-94.67844469
Kankarbagh,25.6000278,85.191733,-84.70968479,0,1.291963568,158.8614158,3G,0,0,0
Ashok Rajpath,25.49748529,85.23315645,-89.29691216,0,2.863904133,101.1616671,3G,0,0,0
Kidwaipuri,25.66470789,84.98138882,-83.52713542,0,1.064949097,119.2742087,3G,0,0,0
Boring Canal Road,25.61192781,84.97721946,-82.61761534,0,2.097224667,140.687489,LTE,-79.88186579,-91.7645418,-83.10251604
Danapur,25.50374315,85.03132428,-97.12942117,0,54.66400883,25.00961304,5G,-94.07777458,-102.67466,-98.1867057
Anisabad,25.72899571,85.22621115,-93.93667498,0,3.04166056,68.38791041,4G,-89.91271935,-101.5387855,-93.33299226
Anisabad,25.60742725,84.99176555,-86.86932975,0,1.250394984,171.7386997,3G,0,0,0
Anisabad,25.56852795,85.23994463,-100.186972,0,98.8100017,10.1748067,5G,-97.44183304,-105.8606315,-101.7340866
Boring Canal Road,25.68054048,85.13264338,-104.897042,0,14.5894843,33.59389382,5G,-101.0189614,-114.4007194,-103.5989323
Gardanibagh,25.7146954,85.1764052,-90.53929433,0,99.48657817,18.432172,5G,-88.38609465,-97.96855445,-91.84150913
Boring Road,25.50456968,85.1315812,-80.06566193,0,1.858174122,141.5644352,3G,0,0,0
Bailey Road,25.66022426,84.97369128,-91.95877036,0,93.75343443,38.31888919,5G,-96.36920335,-100.8743503,-94.40184657
Boring Road,25.70672671,85.14310463,-86.20634735,0,5.717666064,96.24443254,4G,-87.5342679,-95.97234217,-84.58549822
Ashok Rajpath,25.62684757,85.26450426,-92.26517925,0,4.438966589,71.54129457,4G,-91.66176523,-99.92544871,-90.27976367
Anisabad,25.46431837,85.12969291,-89.14420695,0,2.409805974,102.5978748,LTE,-93.0793802,-96.99721114,-89.14568866
Bailey Road,25.61917977,85.09964071,-105.4021383,0,70.13988022,40.10624687,5G,-102.6327104,-112.803277,-106.8344625
Ashok Rajpath,25.74669947,85.16943032,-85.56826218,0,2.297900195,169.7799964,3G,0,0,0
Bailey Road,25.65429085,85.01071247,-87.27659242,0,2.03467136,153.8059324,3G,0,0,0
Bankipore,25.61509955,84.96917844,-93.05671711,0,8.625255134,98.9011618,4G,-94.37274809,-103.0363803,-95.78093317
Boring Canal Road,25.53383843,85.0799073,-95.51239479,0,97.21510614,25.76914531,5G,-94.84159938,-101.1220682,-97.82856143
S.K. Puri,25.54833753,85.25453134,-90.26615988,0,7.163502414,51.39374711,4G,-89.87588452,-98.18918762,-92.029982
Bankipore,25.63330242,85.106862,-83.25826192,0,2.200654612,175.4559223,3G,0,0,0
Pataliputra,25.67825798,85.02687152,-93.69167511,0,4.505770708,60.2905998,4G,-97.03400075,-99.18578338,-91.44237775
Ashok Rajpath,25.71778494,85.2471248,-96.31347279,0,94.80594831,29.38755095,5G,-99.42846491,-105.7776257,-96.33169357
Gandhi Maidan,25.64170315,85.23909573,-84.46283998,0,2.84887467,141.9393698,3G,0,0,0
Exhibition Road,25.63901083,85.07704745,-89.54204541,0,3.016258851,60.8638307,4G,-89.16266213,-97.94354144,-88.09165348
Boring Road,25.52131792,84.99447491,-98.32588225,0,12.41459616,30.74986491,5G,-103.026849,-107.4918941,-96.30501218
Bankipore,25.68426874,85.01140006,-90.91088321,0,6.364190026,69.4266659,4G,-91.11202549,-99.29667578,-89.87513947
Danapur,25.59510249,85.26814525,-102.1086689,0,8.889019047,55.52977096,4G,-104.3676675,-109.2798275,-105.0650151
Gardanibagh,25.65866221,85.04053064,-89.73023192,0,7.912804905,81.76179167,4G,-85.42975995,-96.43029146,-91.86208106
Patliputra Colony,25.68268683,85.19762,-85.57282836,0,8.779058981,52.69367887,4G,-83.68914754,-94.64142261,-86.85738178
Pataliputra,25.52833764,85.27289205,-86.33193115,0,6.022094793,58.70653197,4G,-88.35753843,-95.72973241,-85.25800339
Kumhrar,25.5662407,85.00491378,-91.73850322,0,8.904460487,51.69400428,4G,-89.06151842,-98.24787157,-90.39733404
Ashok Rajpath,25.46422332,85.09376308,-90.45844617,0,2.336142875,141.3515444,3G,0,0,0
Boring Canal Road,25.74574016,85.09873975,-89.15853964,0,1.815116232,175.1653851,LTE,-93.26382806,-97.16919278,-87.80119724
Kumhrar,25.50330306,85.1264057,-94.17829646,0,6.232449642,87.25313973,4G,-93.80873967,-99.67506314,-97.14347551
Anandpuri,25.47009206,85.09883426,-93.15982536,0,1.565177698,195.7178225,LTE,-89.9951753,-98.91429629,-94.92794225
Boring Canal Road,25.52894194,85.01267321,-95.36931106,0,2.292175185,107.5532671,LTE,-92.81317895,-104.3808369,-92.8997975
Anandpuri,25.52552572,85.23574311,-86.3466286,0,2.266362839,175.7422922,3G,0,0,0
Ashok Rajpath,25.75484622,85.13146117,-93.325954,0,7.608170897,68.69591526,4G,-93.62204201,-98.73927136,-91.56099238
Gandhi Maidan,25.54499186,85.05789663,-90.76679471,0,58.46572452,24.76905708,5G,-93.46730074,-99.80483428,-90.26588914
Boring Canal Road,25.62576485,85.18058377,-92.13588137,0,84.79623939,38.43822475,5G,-87.97361761,-97.20065353,-90.26312295
Fraser Road,25.48469565,85.02442827,-93.13410314,0,3.000730174,77.17175144,4G,-92.32480931,-99.62877107,-92.08806299
Gandhi Maidan,25.73156851,85.02251146,-93.1141719,0,3.144521095,90.53620362,4G,-88.97595143,-100.5441002,-95.43478626
Exhibition Road,25.74694013,85.10027331,-88.48337658,0,8.009447237,73.48577564,4G,-91.93620254,-95.50141596,-89.17831857
Kidwaipuri,25.67489868,85.07809901,-84.01116424,0,1.271461457,191.1911504,3G,0,0,0
Kankarbagh,25.62013306,85.19509276,-85.92433741,0,1.775524664,137.9323221,3G,0,0,0
Bankipore,25.68479504,85.0891954,-89.38794738,0,1.022529932,161.5917913,3G,0,0,0
Patliputra Colony,25.61755556,84.97253888,-100.5301376,0,34.33981199,41.42903459,5G,-104.4689802,-105.5582998,-99.25485512
Kidwaipuri,25.56289011,85.17573414,-93.09668288,0,42.90439632,16.99949761,5G,-88.32587806,-98.28850741,-94.70137642
Gandhi Maidan,25.54207673,85.25728235,-90.6484419,0,43.49870681,14.00471332,5G,-89.97927991,-100.4508125,-91.83292054
Kidwaipuri,25.7467608,85.23193013,-98.80523377,0,25.24542794,34.53510721,5G,-99.30422363,-106.8123715,-96.63478671
Pataliputra,25.69673433,85.24058831,-100.2882577,0,73.77202082,40.33351868,5G,-99.80442914,-109.2382452,-97.669142
S.K. Puri,25.5090905,85.14928864,-102.5104723,0,28.87279839,22.28414434,5G,-100.4262275,-108.2250816,-102.4859696
Bankipore,25.58040032,84.98808835,-90.14263934,0,9.939985885,54.1167617,4G,-87.57970688,-97.4521227,-92.88560607
Phulwari Sharif,25.70085565,85.16670238,-90.90878035,0,1.898832869,185.400182,LTE,-88.71394326,-97.62666052,-91.63881555
Kidwaipuri,25.64497564,85.24528415,-86.86452175,0,7.279798484,53.95888193,4G,-88.75134471,-96.77521353,-87.45022342
Bailey Road,25.60680285,85.01212425,-87.60755394,0,2.768121655,137.043262,3G,0,0,0
Kidwaipuri,25.59061927,85.25830545,-98.82628928,0,20.48112583,13.001399,5G,-96.3364885,-104.3707249,-101.6818656
Phulwari Sharif,25.54296643,85.0538314,-87.09557543,0,5.907463757,65.20455562,4G,-87.94357705,-93.74358486,-85.84227752
Bailey Road,25.59623597,85.02197653,-94.04903087,0,4.841288919,81.07936779,4G,-92.12455594,-102.9486289,-93.38044855
Bankipore,25.53223561,85.03511245,-89.110595,0,2.733922316,168.6624256,LTE,-93.22277269,-95.48880879,-89.74357544
Kankarbagh,25.55398325,85.14778175,-87.46187799,0,5.12360234,87.0586454,4G,-89.39565852,-95.87307257,-85.82532574
Exhibition Road,25.68190375,85.07268077,-79.29441988,0,2.567825392,151.3378559,3G,0,0,0
Pataliputra,25.64361516,85.19052768,-81.10322357,0,5.394539534,76.8428405,4G,-86.07216777,-87.64807564,-80.67029826
Phulwari Sharif,25.43871419,85.22678657,-81.9427182,0,2.102686577,143.9872958,3G,0,0,0
Anandpuri,25.68585426,85.00875213,-96.71627891,0,3.717867273,96.7896703,4G,-94.85858603,-105.4501403,-97.85145191
Anandpuri,25.65668286,85.27757072,-90.43070966,0,2.481475192,143.5690624,LTE,-86.81217235,-97.08228359,-89.55000042
Fraser Road,25.48418585,85.18059157,-91.47976604,0,5.438937409,51.47906909,4G,-86.52016662,-100.9693013,-90.66902271
Exhibition Road,25.76487887,85.08307268,-100.0188947,0,99.41445954,23.28533817,5G,-99.18488466,-105.8238624,-99.33502125
Pataliputra,25.72214035,85.25758704,-96.24450432,0,99.54366699,34.70756351,5G,-100.3524054,-103.9624839,-96.86137606
Boring Road,25.47185008,85.01882787,-93.54932573,0,1.608932257,123.0790673,LTE,-91.1708002,-103.4847888,-90.77122028
Fraser Road,25.60061903,85.19758601,-82.91879623,0,2.137956883,106.3852337,3G,0,0,0
S.K. Puri,25.55327726,85.06290322,-87.59952476,0,2.46026415,172.0177742,3G,0,0,0
Ashok Rajpath,25.70373017,85.03496409,-80.39603857,0,2.168568723,175.2683656,3G,0,0,0
Kidwaipuri,25.4245566,85.16160931,-94.16361368,0,26.90016521,16.79343043,5G,-91.68801419,-101.0723907,-96.36669781
Kankarbagh,25.49221769,85.21076608,-88.38855822,0,1.803921476,194.1583368,LTE,-84.7867237,-98.27973313,-87.37430162
Gandhi Maidan,25.61507867,84.96152931,-87.3764847,0,2.623023827,151.488568,3G,0,0,0
Kankarbagh,25.58782515,85.24467041,-84.48301443,0,2.667874973,156.9005929,LTE,-87.31383491,-91.21417743,-86.24297151
Kankarbagh,25.65013335,85.03735742,-87.56522377,0,3.295686436,83.88512737,4G,-84.40989064,-92.96940342,-85.74809868
S.K. Puri,25.73958074,85.07478172,-89.35890221,0,25.10666914,23.44911746,5G,-85.99711589,-98.06823362,-89.24304858
Gandhi Maidan,25.48894246,84.9995398,-94.96303027,0,9.70036996,65.85615684,4G,-96.12543273,-104.372255,-96.36864842
Danapur,25.58304663,85.00310265,-90.63141647,0,2.636423481,102.4382461,LTE,-87.45350506,-98.30883798,-90.09439995
Anandpuri,25.43307375,85.09387828,-90.93810664,0,3.4711515,79.68452137,4G,-95.00928026,-98.96409072,-90.29542581
Anisabad,25.5726308,85.15521384,-95.41278556,0,50.48328376,30.38708399,5G,-96.72634142,-101.4857777,-98.3840672
Danapur,25.50955999,85.13789549,-94.66551534,0,19.80430271,12.0023417,5G,-95.22878674,-101.0712121,-95.65388507
Gardanibagh,25.51528542,85.04340525,-94.07015365,0,4.751288587,86.22737988,4G,-96.29893853,-103.4957851,-91.07104097
Phulwari Sharif,25.51153484,85.27817845,-90.67774356,0,9.65355522,97.47886066,4G,-87.24554889,-98.5554779,-89.35643316
Exhibition Road,25.73503638,85.19833443,-80.13895522,0,2.413370011,120.8843533,3G,0,0,0
Gardanibagh,25.64675599,85.08953134,-99.64409954,0,69.26294852,14.55756959,5G,-95.17252158,-107.7701705,-99.05205397
Anisabad,25.51322354,85.18019341,-91.39020393,0,1.533857287,165.7854118,LTE,-88.27397108,-97.55853708,-91.69532289
S.K. Puri,25.58248971,85.065404,-87.77927739,0,2.398416558,164.9858097,3G,0,0,0
Patliputra Colony,25.70071356,85.0089585,-89.00204245,0,4.5864676,69.0165609,4G,-90.68400669,-96.91218115,-88.24746683
Gandhi Maidan,25.57707528,85.17535982,-92.56356248,0,88.64083706,11.35039629,5G,-87.90097511,-99.10053494,-89.63147121
Boring Road,25.53607271,85.29908328,-91.76084618,0,1.093124955,110.3774533,LTE,-93.16682432,-100.0088231,-91.59801127
Fraser Road,25.42073481,85.11785481,-97.25046983,0,18.06034391,40.11410473,5G,-95.14019762,-104.6667484,-99.04957179
Anisabad,25.53374246,85.09505524,-82.38647627,0,72.94573505,10.35543912,5G,-80.03251445,-87.46909367,-80.29734581
Kumhrar,25.69225509,85.24883355,-86.51792436,0,4.719754155,95.2117401,4G,-89.58769207,-91.80771946,-85.01674205
Fraser Road,25.64447527,85.28296996,-94.88001067,0,5.728917394,56.08970766,4G,-99.72965067,-101.3545909,-95.42022852
Gandhi Maidan,25.66447547,85.10954396,-87.84845208,0,4.030652945,79.98053249,4G,-91.87492363,-96.30298255,-89.97260873
Ashok Rajpath,25.49304227,85.07725011,-89.93266821,0,9.541812654,98.20521216,4G,-85.79984756,-95.26611612,-90.25476272
Gandhi Maidan,25.52735455,85.11542874,-87.64451213,0,8.707099013,57.84686364,4G,-82.83367635,-94.32429066,-88.38920274
Bankipore,25.59023582,85.03743558,-93.62473867,0,2.032827805,181.8328117,LTE,-93.6703005,-100.6971707,-96.2474458
Exhibition Road,25.60249251,84.99038094,-90.94667303,0,4.695352145,54.01676864,4G,-86.80971807,-97.80064938,-90.76041354
Boring Canal Road,25.63942973,85.07609173,-90.07508696,0,4.359040128,51.57572161,4G,-90.47665259,-97.65946671,-91.4097812
Ashok Rajpath,25.70009289,85.12353227,-88.77322928,0,26.55632501,12.04314512,5G,-88.44268903,-96.87367531,-90.23396391
Kumhrar,25.55711287,85.12652135,-87.17164323,0,2.264196492,192.3321409,3G,0,0,0
Boring Road,25.63202344,85.2973305,-89.01914576,0,8.349486091,51.36995461,4G,-91.40949827,-96.71590858,-87.92343377
Anandpuri,25.65385845,85.30617707,-100.453862,0,92.83712473,47.08800227,5G,-105.1290029,-108.2063938,-102.0538544
Patliputra Colony,25.61002156,85.05188442,-81.86454656,0,2.338576326,192.1779483,LTE,-85.28542271,-89.02572881,-81.9035177
Fraser Road,25.49599859,85.06435682,-86.37179245,0,2.21331867,128.863051,LTE,-83.39344304,-93.01976572,-88.51767845
Patliputra Colony,25.65496162,85.26064203,-80.0623407,0,1.983778896,114.5750561,3G,0,0,0
Rajendra Nagar,25.42482649,85.08251171,-84.63056408,0,2.943015236,105.9565459,LTE,-80.44264861,-93.81257768,-85.43253046
Rajendra Nagar,25.49991079,85.13135958,-92.31228721,0,1.830520447,116.1890631,LTE,-94.41874323,-98.32956452,-91.56997085
Kidwaipuri,25.6141455,85.01549257,-80.00018002,0,2.106135572,123.8460586,3G,0,0,0
Fraser Road,25.75602031,85.12513073,-83.2723337,0,2.687292393,149.4159865,3G,0,0,0
Anisabad,25.68908096,85.26775285,-82.65327749,0,6.630552739,99.76323486,4G,-86.74175827,-88.13669339,-83.44900883
Fraser Road,25.59380664,85.10725446,-87.74548789,0,1.180273908,111.4800109,3G,0,0,0
Pataliputra,25.65613001,85.00988873,-85.99896083,0,2.461854983,184.6410074,LTE,-83.25035271,-92.90820142,-88.869214
Gardanibagh,25.53402264,85.01175427,-91.53594982,0,2.761871594,164.8721942,LTE,-90.50014603,-96.92946241,-90.65422102
Kidwaipuri,25.42546054,85.1497245,-88.62324262,0,5.217965202,78.92053372,4G,-92.34964333,-95.85119843,-91.44933397
Gardanibagh,25.57575998,85.24067981,-95.95749259,0,90.21911097,42.80797419,5G,-91.43061196,-102.4072566,-93.59188326
Anandpuri,25.59597072,85.21563248,-91.70998488,0,2.175307953,132.9960868,LTE,-95.38009,-100.7104054,-89.87866683
Ashok Rajpath,25.6042656,85.10690058,-86.78758807,0,1.716447224,154.2400351,LTE,-88.19484048,-93.21265917,-85.62602733
